KOD_SUKL;KOD_LATKY;SQ;S;AMNT_OD;AMNT;UN
0028564;2378;8;X;;;QS
0028564;;9;X;;;
0028564;10256;10;X;;;QS
0028564;2710;11;X;;;QS
0028564;4256;12;X;;;QS
0028564;2404;13;X;;;QS
0028564;1871;14;X;;;QS
0028565;12990;1;L;;;QS
0028565;0;2;Z;;;
0028565;9518;3;O;;5;MG
0028565;13182;4;L;;160;MG
0028565;3755;5;X;;;QS
0028565;17840;6;X;;;QS
0028565;1300;7;X;;;QS
0028565;2378;8;X;;;QS
0028565;;9;X;;;
0028565;10256;10;X;;;QS
0028565;2710;11;X;;;QS
0028565;4256;12;X;;;QS
0028565;2404;13;X;;;QS
0028565;1871;14;X;;;QS
0028566;12990;1;L;;;QS
0028566;0;2;Z;;;
0028566;9518;3;O;;5;MG
0028566;13182;4;L;;160;MG
0028566;3755;5;X;;;QS
0028566;17840;6;X;;;QS
0028566;1300;7;X;;;QS
0028566;2378;8;X;;;QS
0028566;;9;X;;;
0028566;10256;10;X;;;QS
0028566;2710;11;X;;;QS
0028566;4256;12;X;;;QS
0028566;2404;13;X;;;QS
0028566;1871;14;X;;;QS
0028567;12990;1;L;;;QS
0028567;0;2;Z;;;
0028567;9518;3;O;;5;MG
0028567;13182;4;L;;160;MG
0028567;3755;5;X;;;QS
0028567;17840;6;X;;;QS
0028567;1300;7;X;;;QS
0028567;2378;8;X;;;QS
0028567;;9;X;;;
0028567;10256;10;X;;;QS
0028567;2710;11;X;;;QS
0028567;4256;12;X;;;QS
0028567;2404;13;X;;;QS
0028567;1871;14;X;;;QS
0028568;12990;1;L;;;QS
0028568;0;2;Z;;;
0028568;9518;3;O;;5;MG
0028568;13182;4;L;;160;MG
0028568;3755;5;X;;;QS
0028568;17840;6;X;;;QS
0028568;1300;7;X;;;QS
0028568;2378;8;X;;;QS
0028568;;9;X;;;
0028568;10256;10;X;;;QS
0028568;2710;11;X;;;QS
0028568;4256;12;X;;;QS
0028568;2404;13;X;;;QS
0028568;1871;14;X;;;QS
0028569;12990;1;L;;;QS
0028569;0;2;Z;;;
0028569;9518;3;O;;5;MG
0028569;13182;4;L;;160;MG
0028569;3755;5;X;;;QS
0028569;17840;6;X;;;QS
0028569;1300;7;X;;;QS
0028569;2378;8;X;;;QS
0028569;;9;X;;;
0028569;10256;10;X;;;QS
0028569;2710;11;X;;;QS
0028569;4256;12;X;;;QS
0028569;2404;13;X;;;QS
0028569;1871;14;X;;;QS
0028570;12990;1;L;;;QS
0028570;0;2;Z;;;
0028570;9518;3;O;;5;MG
0028570;13182;4;L;;160;MG
0028570;3755;5;X;;;QS
0028570;17840;6;X;;;QS
0028570;1300;7;X;;;QS
0028570;2378;8;X;;;QS
0028570;;9;X;;;
0028570;10256;10;X;;;QS
0028570;2710;11;X;;;QS
0028570;4256;12;X;;;QS
0028570;2404;13;X;;;QS
0028570;1871;14;X;;;QS
0028571;12990;1;L;;;QS
0028571;0;2;Z;;;
0028571;9518;3;O;;5;MG
0028571;13182;4;L;;160;MG
0028571;3755;5;X;;;QS
0028571;17840;6;X;;;QS
0028571;1300;7;X;;;QS
0028571;2378;8;X;;;QS
0028571;;9;X;;;
0028571;10256;10;X;;;QS
0028571;2710;11;X;;;QS
0028571;4256;12;X;;;QS
0028571;2404;13;X;;;QS
0028571;1871;14;X;;;QS
0028572;12990;1;L;;;QS
0028572;0;2;Z;;;
0028572;9518;3;O;;10;MG
0028572;13182;4;L;;160;MG
0028572;3755;5;X;;;QS
0028572;17840;6;X;;;QS
0028572;1300;7;X;;;QS
0028572;2378;8;X;;;QS
0028572;;9;X;;;
0028572;10256;10;X;;;QS
0028572;2710;11;X;;;QS
0028572;4256;12;X;;;QS
0028572;4290;13;X;;;QS
0028572;2404;14;X;;;QS
0028572;1871;15;X;;;QS
0028573;12990;1;L;;;QS
0028573;0;2;Z;;;
0028573;9518;3;O;;10;MG
0028573;13182;4;L;;160;MG
0028573;3755;5;X;;;QS
0028573;17840;6;X;;;QS
0028573;1300;7;X;;;QS
0028573;2378;8;X;;;QS
0028573;;9;X;;;
0028573;10256;10;X;;;QS
0028573;2710;11;X;;;QS
0028573;4256;12;X;;;QS
0028573;4290;13;X;;;QS
0028573;2404;14;X;;;QS
0028573;1871;15;X;;;QS
0028574;12990;1;L;;;QS
0028574;0;2;Z;;;
0028574;9518;3;O;;10;MG
0028574;13182;4;L;;160;MG
0028574;3755;5;X;;;QS
0028574;17840;6;X;;;QS
0028574;1300;7;X;;;QS
0028574;2378;8;X;;;QS
0028574;;9;X;;;
0028574;10256;10;X;;;QS
0028574;2710;11;X;;;QS
0028574;4256;12;X;;;QS
0028574;4290;13;X;;;QS
0028574;2404;14;X;;;QS
0028574;1871;15;X;;;QS
0028575;12990;1;L;;;QS
0028575;0;2;Z;;;
0028575;9518;3;O;;10;MG
0028575;13182;4;L;;160;MG
0028575;3755;5;X;;;QS
0028575;17840;6;X;;;QS
0028575;1300;7;X;;;QS
0028575;2378;8;X;;;QS
0028575;;9;X;;;
0028575;10256;10;X;;;QS
0028575;2710;11;X;;;QS
0028575;4256;12;X;;;QS
0028575;4290;13;X;;;QS
0028575;2404;14;X;;;QS
0028575;1871;15;X;;;QS
0028576;12990;1;L;;;QS
0028576;0;2;Z;;;
0028576;9518;3;O;;10;MG
0028576;13182;4;L;;160;MG
0028576;3755;5;X;;;QS
0028576;17840;6;X;;;QS
0028576;1300;7;X;;;QS
0028576;2378;8;X;;;QS
0028576;;9;X;;;
0028576;10256;10;X;;;QS
0028576;2710;11;X;;;QS
0028576;4256;12;X;;;QS
0028576;4290;13;X;;;QS
0028576;2404;14;X;;;QS
0028576;1871;15;X;;;QS
0028577;12990;1;L;;;QS
0028577;0;2;Z;;;
0028577;9518;3;O;;10;MG
0028577;13182;4;L;;160;MG
0028577;3755;5;X;;;QS
0028577;17840;6;X;;;QS
0028577;1300;7;X;;;QS
0028577;2378;8;X;;;QS
0028577;;9;X;;;
0028577;10256;10;X;;;QS
0028577;2710;11;X;;;QS
0028577;4256;12;X;;;QS
0028577;4290;13;X;;;QS
0028577;2404;14;X;;;QS
0028577;1871;15;X;;;QS
0028578;12990;1;L;;;QS
0028578;0;2;Z;;;
0028578;9518;3;O;;10;MG
0028578;13182;4;L;;160;MG
0028578;3755;5;X;;;QS
0028578;17840;6;X;;;QS
0028578;1300;7;X;;;QS
0028578;2378;8;X;;;QS
0028578;;9;X;;;
0028578;10256;10;X;;;QS
0028578;2710;11;X;;;QS
0028578;4256;12;X;;;QS
0028578;4290;13;X;;;QS
0028578;2404;14;X;;;QS
0028578;1871;15;X;;;QS
0028579;12990;1;L;;;QS
0028579;0;2;Z;;;
0028579;9518;3;O;;10;MG
0028579;13182;4;L;;160;MG
0028579;3755;5;X;;;QS
0028579;17840;6;X;;;QS
0028579;1300;7;X;;;QS
0028579;2378;8;X;;;QS
0028579;;9;X;;;
0028579;10256;10;X;;;QS
0028579;2710;11;X;;;QS
0028579;4256;12;X;;;QS
0028579;4290;13;X;;;QS
0028579;2404;14;X;;;QS
0028579;1871;15;X;;;QS
0028632;13813;1;L;;150;MG
0028632;728;2;L;;12,5;MG
0028632;2624;3;X;;PL;MG
0028632;3755;4;X;;;QS
0028632;5624;5;X;;;QS
0028632;2378;6;X;;;QS
0028632;13317;7;X;;;QS
0028632;4989;8;X;;;QS
0028632;4290;9;X;;;QS
0028632;4256;10;X;;;QS
0028633;13813;1;L;;150;MG
0028633;728;2;L;;12,5;MG
0028633;2624;3;X;;PL;MG
0028633;3755;4;X;;;QS
0028633;5624;5;X;;;QS
0028633;2378;6;X;;;QS
0028633;13317;7;X;;;QS
0028633;4989;8;X;;;QS
0028633;4290;9;X;;;QS
0028633;4256;10;X;;;QS
0028634;13813;1;L;;150;MG
0028634;728;2;L;;12,5;MG
0028634;2624;3;X;;PL;MG
0028634;3755;4;X;;;QS
0028634;5624;5;X;;;QS
0028634;2378;6;X;;;QS
0028634;13317;7;X;;;QS
0028634;4989;8;X;;;QS
0028634;4290;9;X;;;QS
0028634;4256;10;X;;;QS
0028635;13813;1;L;;150;MG
0028635;728;2;L;;12,5;MG
0028635;2624;3;X;;PL;MG
0028635;3755;4;X;;;QS
0028635;5624;5;X;;;QS
0028635;2378;6;X;;;QS
0028635;13317;7;X;;;QS
0028635;4989;8;X;;;QS
0028635;4290;9;X;;;QS
0028635;4256;10;X;;;QS
0028636;13813;1;L;;150;MG
0028636;728;2;L;;12,5;MG
0028636;2624;3;X;;PL;MG
0028636;3755;4;X;;;QS
0028636;5624;5;X;;;QS
0028636;2378;6;X;;;QS
0028636;13317;7;X;;;QS
0028636;4989;8;X;;;QS
0028636;4290;9;X;;;QS
0028636;4256;10;X;;;QS
0028637;13813;1;L;;300;MG
0028637;728;2;L;;12,5;MG
0028637;2624;3;X;;PL;MG
0028637;3755;4;X;;;QS
0028637;5624;5;X;;;QS
0028637;2378;6;X;;;QS
0028637;13317;7;X;;;QS
0028637;4989;8;X;;;QS
0028637;4290;9;X;;;QS
0028637;4256;10;X;;;QS
0028638;13813;1;L;;300;MG
0028638;728;2;L;;12,5;MG
0028638;2624;3;X;;PL;MG
0028638;3755;4;X;;;QS
0028638;5624;5;X;;;QS
0028638;2378;6;X;;;QS
0028638;13317;7;X;;;QS
0028638;4989;8;X;;;QS
0028638;4290;9;X;;;QS
0028638;4256;10;X;;;QS
0028639;13813;1;L;;300;MG
0028639;728;2;L;;12,5;MG
0028639;2624;3;X;;PL;MG
0028639;3755;4;X;;;QS
0028639;5624;5;X;;;QS
0028639;2378;6;X;;;QS
0028639;13317;7;X;;;QS
0028639;4989;8;X;;;QS
0028639;4290;9;X;;;QS
0028639;4256;10;X;;;QS
0028640;13813;1;L;;300;MG
0028640;728;2;L;;12,5;MG
0028640;2624;3;X;;PL;MG
0028640;3755;4;X;;;QS
0028640;5624;5;X;;;QS
0028640;2378;6;X;;;QS
0028640;13317;7;X;;;QS
0028640;4989;8;X;;;QS
0028640;4290;9;X;;;QS
0028640;4256;10;X;;;QS
0028641;13813;1;L;;300;MG
0028641;728;2;L;;12,5;MG
0028641;2624;3;X;;PL;MG
0028641;3755;4;X;;;QS
0028641;5624;5;X;;;QS
0028641;2378;6;X;;;QS
0028641;13317;7;X;;;QS
0028641;4989;8;X;;;QS
0028641;4290;9;X;;;QS
0028641;4256;10;X;;;QS
0028642;13813;1;L;;300;MG
0028642;728;2;L;;12,5;MG
0028642;2624;3;X;;PL;MG
0028642;3755;4;X;;;QS
0028642;5624;5;X;;;QS
0028642;748;6;X;;;QS
0028642;10801;7;X;;;QS
0028642;2378;8;X;;;QS
0028642;;9;X;;;
0028642;2624;10;X;;;QS
0028642;748;11;X;;;QS
0028642;2710;12;X;;;QS
0028642;5325;13;X;;;QS
0028642;4290;14;X;;;QS
0028642;4256;15;X;;;QS
0028642;2982;16;X;;;QS
0028643;13813;1;L;;300;MG
0028643;728;2;L;;12,5;MG
0028643;2624;3;X;;PL;MG
0028643;3755;4;X;;;QS
0028643;5624;5;X;;;QS
0028643;748;6;X;;;QS
0028643;10801;7;X;;;QS
0028643;2378;8;X;;;QS
0028643;;9;X;;;
0028643;2624;10;X;;;QS
0028643;748;11;X;;;QS
0028643;2710;12;X;;;QS
0028643;5325;13;X;;;QS
0028643;4290;14;X;;;QS
0028643;4256;15;X;;;QS
0028643;2982;16;X;;;QS
0028644;13813;1;L;;300;MG
0028644;728;2;L;;12,5;MG
0028644;2624;3;X;;PL;MG
0028644;3755;4;X;;;QS
0028644;5624;5;X;;;QS
0028644;748;6;X;;;QS
0028644;10801;7;X;;;QS
0028644;2378;8;X;;;QS
0028644;;9;X;;;
0028644;2624;10;X;;;QS
0028644;748;11;X;;;QS
0028644;2710;12;X;;;QS
0028644;5325;13;X;;;QS
0028644;4290;14;X;;;QS
0028644;4256;15;X;;;QS
0028644;2982;16;X;;;QS
0028645;13813;1;L;;300;MG
0028645;728;2;L;;12,5;MG
0028645;2624;3;X;;PL;MG
0028645;3755;4;X;;;QS
0028645;5624;5;X;;;QS
0028645;748;6;X;;;QS
0028645;10801;7;X;;;QS
0028645;2378;8;X;;;QS
0028645;;9;X;;;
0028645;2624;10;X;;;QS
0028645;748;11;X;;;QS
0028645;2710;12;X;;;QS
0028645;5325;13;X;;;QS
0028645;4290;14;X;;;QS
0028645;4256;15;X;;;QS
0028645;2982;16;X;;;QS
0028646;13813;1;L;;300;MG
0028646;728;2;L;;12,5;MG
0028646;2624;3;X;;PL;MG
0028646;3755;4;X;;;QS
0028646;5624;5;X;;;QS
0028646;748;6;X;;;QS
0028646;10801;7;X;;;QS
0028646;2378;8;X;;;QS
0028646;;9;X;;;
0028646;2624;10;X;;;QS
0028646;748;11;X;;;QS
0028646;2710;12;X;;;QS
0028646;5325;13;X;;;QS
0028646;4290;14;X;;;QS
0028646;4256;15;X;;;QS
0028646;2982;16;X;;;QS
0028647;13813;1;L;;300;MG
0028647;728;2;L;;12,5;MG
0028647;2624;3;X;;PL;MG
0028647;3755;4;X;;;QS
0028647;5624;5;X;;;QS
0028647;748;6;X;;;QS
0028647;10801;7;X;;;QS
0028647;2378;8;X;;;QS
0028647;;9;X;;;
0028647;2624;10;X;;;QS
0028647;748;11;X;;;QS
0028647;2710;12;X;;;QS
0028647;5325;13;X;;;QS
0028647;4290;14;X;;;QS
0028647;4256;15;X;;;QS
0028647;2982;16;X;;;QS
0028648;13813;1;L;;150;MG
0028648;728;2;L;;12,5;MG
0028648;2624;3;X;;PL;MG
0028648;3755;4;X;;;QS
0028648;5624;5;X;;;QS
0028648;748;6;X;;;QS
0028648;10801;7;X;;;QS
0028648;2378;8;X;;;QS
0028648;;9;X;;;
0028648;2624;10;X;;;QS
0028648;748;11;X;;;QS
0028648;2710;12;X;;;QS
0028648;5325;13;X;;;QS
0028648;4290;14;X;;;QS
0028648;4256;15;X;;;QS
0028648;2982;16;X;;;QS
0028649;13813;1;L;;150;MG
0028649;728;2;L;;12,5;MG
0028649;2624;3;X;;PL;MG
0028649;3755;4;X;;;QS
0028649;5624;5;X;;;QS
0028649;748;6;X;;;QS
0028649;10801;7;X;;;QS
0028649;2378;8;X;;;QS
0028649;;9;X;;;
0028649;2624;10;X;;;QS
0028649;748;11;X;;;QS
0028649;2710;12;X;;;QS
0028649;5325;13;X;;;QS
0028649;4290;14;X;;;QS
0028649;4256;15;X;;;QS
0028649;2982;16;X;;;QS
0028650;13813;1;L;;150;MG
0028650;728;2;L;;12,5;MG
0028650;2624;3;X;;PL;MG
0028650;3755;4;X;;;QS
0028650;5624;5;X;;;QS
0028650;748;6;X;;;QS
0028650;10801;7;X;;;QS
0028650;2378;8;X;;;QS
0028650;;9;X;;;
0028650;2624;10;X;;;QS
0028650;748;11;X;;;QS
0028650;2710;12;X;;;QS
0028650;5325;13;X;;;QS
0028650;4290;14;X;;;QS
0028650;4256;15;X;;;QS
0028650;2982;16;X;;;QS
0028651;13813;1;L;;150;MG
0028651;728;2;L;;12,5;MG
0028651;2624;3;X;;PL;MG
0028651;3755;4;X;;;QS
0028651;5624;5;X;;;QS
0028651;748;6;X;;;QS
0028651;10801;7;X;;;QS
0028651;2378;8;X;;;QS
0028651;;9;X;;;
0028651;2624;10;X;;;QS
0028651;748;11;X;;;QS
0028651;2710;12;X;;;QS
0028651;5325;13;X;;;QS
0028651;4290;14;X;;;QS
0028651;4256;15;X;;;QS
0028651;2982;16;X;;;QS
0028652;13813;1;L;;150;MG
0028652;728;2;L;;12,5;MG
0028652;2624;3;X;;PL;MG
0028652;3755;4;X;;;QS
0028652;5624;5;X;;;QS
0028652;748;6;X;;;QS
0028652;10801;7;X;;;QS
0028652;2378;8;X;;;QS
0028652;;9;X;;;
0028652;2624;10;X;;;QS
0028652;748;11;X;;;QS
0028652;2710;12;X;;;QS
0028652;5325;13;X;;;QS
0028652;4290;14;X;;;QS
0028652;4256;15;X;;;QS
0028652;2982;16;X;;;QS
0028653;13813;1;L;;150;MG
0028653;728;2;L;;12,5;MG
0028653;2624;3;X;;PL;MG
0028653;3755;4;X;;;QS
0028653;5624;5;X;;;QS
0028653;748;6;X;;;QS
0028653;10801;7;X;;;QS
0028653;2378;8;X;;;QS
0028653;;9;X;;;
0028653;2624;10;X;;;QS
0028653;748;11;X;;;QS
0028653;2710;12;X;;;QS
0028653;5325;13;X;;;QS
0028653;4290;14;X;;;QS
0028653;4256;15;X;;;QS
0028653;2982;16;X;;;QS
0028654;13813;1;L;;300;MG
0028654;728;2;L;;25;MG
0028654;2624;3;X;;PL;MG
0028654;3755;4;X;;;QS
0028654;5624;5;X;;;QS
0028654;5214;6;X;;;QS
0028654;10801;7;X;;;QS
0028654;2378;8;X;;;QS
0028654;4290;9;X;;;QS
0028654;4256;10;X;;;QS
0028654;;11;X;;;
0028654;2624;12;X;;;QS
0028654;748;13;X;;;QS
0028654;2710;14;X;;;QS
0028654;4225;15;X;;;QS
0028654;4290;16;X;;;QS
0028654;4538;17;X;;;QS
0028654;2982;18;X;;;QS
0028655;13813;1;L;;300;MG
0028655;728;2;L;;25;MG
0028655;2624;3;X;;PL;MG
0028655;3755;4;X;;;QS
0028655;5624;5;X;;;QS
0028655;5214;6;X;;;QS
0028655;10801;7;X;;;QS
0028655;2378;8;X;;;QS
0028655;4290;9;X;;;QS
0028655;4256;10;X;;;QS
0028655;;11;X;;;
0028655;2624;12;X;;;QS
0028655;748;13;X;;;QS
0028655;2710;14;X;;;QS
0028655;4225;15;X;;;QS
0028655;4290;16;X;;;QS
0028655;4538;17;X;;;QS
0028655;2982;18;X;;;QS
0028656;13813;1;L;;300;MG
0028656;728;2;L;;25;MG
0028656;2624;3;X;;PL;MG
0028656;3755;4;X;;;QS
0028656;5624;5;X;;;QS
0028656;5214;6;X;;;QS
0028656;10801;7;X;;;QS
0028656;2378;8;X;;;QS
0028656;4290;9;X;;;QS
0028656;4256;10;X;;;QS
0028656;;11;X;;;
0028656;2624;12;X;;;QS
0028656;748;13;X;;;QS
0028656;2710;14;X;;;QS
0028656;4225;15;X;;;QS
0028656;4290;16;X;;;QS
0028656;4538;17;X;;;QS
0028656;2982;18;X;;;QS
0028657;13813;1;L;;300;MG
0028657;728;2;L;;25;MG
0028657;2624;3;X;;PL;MG
0028657;3755;4;X;;;QS
0028657;5624;5;X;;;QS
0028657;5214;6;X;;;QS
0028657;10801;7;X;;;QS
0028657;2378;8;X;;;QS
0028657;4290;9;X;;;QS
0028657;4256;10;X;;;QS
0028657;;11;X;;;
0028657;2624;12;X;;;QS
0028657;748;13;X;;;QS
0028657;2710;14;X;;;QS
0028657;4225;15;X;;;QS
0028657;4290;16;X;;;QS
0028657;4538;17;X;;;QS
0028657;2982;18;X;;;QS
0028658;13813;1;L;;300;MG
0028658;728;2;L;;25;MG
0028658;2624;3;X;;PL;MG
0028658;3755;4;X;;;QS
0028658;5624;5;X;;;QS
0028658;5214;6;X;;;QS
0028658;10801;7;X;;;QS
0028658;2378;8;X;;;QS
0028658;4290;9;X;;;QS
0028658;4256;10;X;;;QS
0028658;;11;X;;;
0028658;2624;12;X;;;QS
0028658;748;13;X;;;QS
0028658;2710;14;X;;;QS
0028658;4225;15;X;;;QS
0028658;4290;16;X;;;QS
0028658;4538;17;X;;;QS
0028658;2982;18;X;;;QS
0028659;13813;1;L;;300;MG
0028659;728;2;L;;25;MG
0028659;2624;3;X;;PL;MG
0028659;3755;4;X;;;QS
0028659;5624;5;X;;;QS
0028659;5214;6;X;;;QS
0028659;10801;7;X;;;QS
0028659;2378;8;X;;;QS
0028659;4290;9;X;;;QS
0028659;4256;10;X;;;QS
0028659;;11;X;;;
0028659;2624;12;X;;;QS
0028659;748;13;X;;;QS
0028659;2710;14;X;;;QS
0028659;4225;15;X;;;QS
0028659;4290;16;X;;;QS
0028659;4538;17;X;;;QS
0028659;2982;18;X;;;QS
0028660;13813;1;L;;75;MG
0028660;2624;2;X;;PL;MG
0028660;3755;3;X;;;QS
0028660;5624;4;X;;;QS
0028660;2378;5;X;;;QS
0028660;13317;6;X;;;QS
0028660;4989;7;X;;;QS
0028660;5085;8;X;;;QS
0028661;13813;1;L;;75;MG
0028661;2624;2;X;;PL;MG
0028661;3755;3;X;;;QS
0028661;5624;4;X;;;QS
0028661;2378;5;X;;;QS
0028661;13317;6;X;;;QS
0028661;4989;7;X;;;QS
0028661;5085;8;X;;;QS
0028662;13813;1;L;;75;MG
0028662;2624;2;X;;PL;MG
0028662;3755;3;X;;;QS
0028662;5624;4;X;;;QS
0028662;2378;5;X;;;QS
0028662;13317;6;X;;;QS
0028662;4989;7;X;;;QS
0028662;5085;8;X;;;QS
0028663;13813;1;L;;75;MG
0028663;2624;2;X;;PL;MG
0028663;3755;3;X;;;QS
0028663;5624;4;X;;;QS
0028663;2378;5;X;;;QS
0028663;13317;6;X;;;QS
0028663;4989;7;X;;;QS
0028663;5085;8;X;;;QS
0028664;13813;1;L;;75;MG
0028664;2624;2;X;;PL;MG
0028664;3755;3;X;;;QS
0028664;5624;4;X;;;QS
0028664;2378;5;X;;;QS
0028664;13317;6;X;;;QS
0028664;4989;7;X;;;QS
0028664;5085;8;X;;;QS
0028665;13813;1;L;;150;MG
0028665;2624;2;X;;PL;MG
0028665;3755;3;X;;;QS
0028665;5624;4;X;;;QS
0028665;2378;5;X;;;QS
0028665;13317;6;X;;;QS
0028665;4989;7;X;;;QS
0028665;5085;8;X;;;QS
0028666;13813;1;L;;150;MG
0028666;2624;2;X;;PL;MG
0028666;3755;3;X;;;QS
0028666;5624;4;X;;;QS
0028666;2378;5;X;;;QS
0028666;13317;6;X;;;QS
0028666;4989;7;X;;;QS
0028666;5085;8;X;;;QS
0028667;13813;1;L;;150;MG
0028667;2624;2;X;;PL;MG
0028667;3755;3;X;;;QS
0028667;5624;4;X;;;QS
0028667;2378;5;X;;;QS
0028667;13317;6;X;;;QS
0028667;4989;7;X;;;QS
0028667;5085;8;X;;;QS
0028668;13813;1;L;;150;MG
0028668;2624;2;X;;PL;MG
0028668;3755;3;X;;;QS
0028668;5624;4;X;;;QS
0028668;2378;5;X;;;QS
0028668;13317;6;X;;;QS
0028668;4989;7;X;;;QS
0028668;5085;8;X;;;QS
0028669;13813;1;L;;150;MG
0028669;2624;2;X;;PL;MG
0028669;3755;3;X;;;QS
0028669;5624;4;X;;;QS
0028669;2378;5;X;;;QS
0028669;13317;6;X;;;QS
0028669;4989;7;X;;;QS
0028669;5085;8;X;;;QS
0028670;13813;1;L;;300;MG
0028670;2624;2;X;;PL;MG
0028670;3755;3;X;;;QS
0028670;5624;4;X;;;QS
0028670;2378;5;X;;;QS
0028670;13317;6;X;;;QS
0028670;4989;7;X;;;QS
0028670;5085;8;X;;;QS
0028671;13813;1;L;;300;MG
0028671;2624;2;X;;PL;MG
0028671;3755;3;X;;;QS
0028671;5624;4;X;;;QS
0028671;2378;5;X;;;QS
0028671;13317;6;X;;;QS
0028671;4989;7;X;;;QS
0028671;5085;8;X;;;QS
0028672;13813;1;L;;300;MG
0028672;2624;2;X;;PL;MG
0028672;3755;3;X;;;QS
0028672;5624;4;X;;;QS
0028672;2378;5;X;;;QS
0028672;13317;6;X;;;QS
0028672;4989;7;X;;;QS
0028672;5085;8;X;;;QS
0028673;13813;1;L;;300;MG
0028673;2624;2;X;;PL;MG
0028673;3755;3;X;;;QS
0028673;5624;4;X;;;QS
0028673;2378;5;X;;;QS
0028673;13317;6;X;;;QS
0028673;4989;7;X;;;QS
0028673;5085;8;X;;;QS
0028674;13813;1;L;;300;MG
0028674;2624;2;X;;PL;MG
0028674;3755;3;X;;;QS
0028674;5624;4;X;;;QS
0028674;2378;5;X;;;QS
0028674;13317;6;X;;;QS
0028674;4989;7;X;;;QS
0028674;5085;8;X;;;QS
0028675;13813;1;L;;300;MG
0028675;2624;2;X;;PL;MG
0028675;3755;3;X;;;QS
0028675;5624;4;X;;;QS
0028675;748;5;X;;;QS
0028675;9923;6;X;;;QS
0028675;2378;7;X;;;QS
0028675;;8;X;;;
0028675;2624;9;X;;;QS
0028675;748;10;X;;;QS
0028675;2710;11;X;;;QS
0028675;5325;12;X;;;QS
0028675;2982;13;X;;;QS
0028676;13813;1;L;;300;MG
0028676;2624;2;X;;PL;MG
0028676;3755;3;X;;;QS
0028676;5624;4;X;;;QS
0028676;748;5;X;;;QS
0028676;9923;6;X;;;QS
0028676;2378;7;X;;;QS
0028676;;8;X;;;
0028676;2624;9;X;;;QS
0028676;748;10;X;;;QS
0028676;2710;11;X;;;QS
0028676;5325;12;X;;;QS
0028676;2982;13;X;;;QS
0028677;13813;1;L;;300;MG
0028677;2624;2;X;;PL;MG
0028677;3755;3;X;;;QS
0028677;5624;4;X;;;QS
0028677;748;5;X;;;QS
0028677;9923;6;X;;;QS
0028677;2378;7;X;;;QS
0028677;;8;X;;;
0028677;2624;9;X;;;QS
0028677;748;10;X;;;QS
0028677;2710;11;X;;;QS
0028677;5325;12;X;;;QS
0028677;2982;13;X;;;QS
0028678;13813;1;L;;300;MG
0028678;2624;2;X;;PL;MG
0028678;3755;3;X;;;QS
0028678;5624;4;X;;;QS
0028678;748;5;X;;;QS
0028678;9923;6;X;;;QS
0028678;2378;7;X;;;QS
0028678;;8;X;;;
0028678;2624;9;X;;;QS
0028678;748;10;X;;;QS
0028678;2710;11;X;;;QS
0028678;5325;12;X;;;QS
0028678;2982;13;X;;;QS
0028679;13813;1;L;;300;MG
0028679;2624;2;X;;PL;MG
0028679;3755;3;X;;;QS
0028679;5624;4;X;;;QS
0028679;748;5;X;;;QS
0028679;9923;6;X;;;QS
0028679;2378;7;X;;;QS
0028679;;8;X;;;
0028679;2624;9;X;;;QS
0028679;748;10;X;;;QS
0028679;2710;11;X;;;QS
0028679;5325;12;X;;;QS
0028679;2982;13;X;;;QS
0028680;13813;1;L;;300;MG
0028680;2624;2;X;;PL;MG
0028680;3755;3;X;;;QS
0028680;5624;4;X;;;QS
0028680;748;5;X;;;QS
0028680;9923;6;X;;;QS
0028680;2378;7;X;;;QS
0028680;;8;X;;;
0028680;2624;9;X;;;QS
0028680;748;10;X;;;QS
0028680;2710;11;X;;;QS
0028680;5325;12;X;;;QS
0028680;2982;13;X;;;QS
0028681;13813;1;L;;150;MG
0028681;2624;2;X;;PL;MG
0028681;3755;3;X;;;QS
0028681;5624;4;X;;;QS
0028681;748;5;X;;;QS
0028681;9923;6;X;;;QS
0028681;2378;7;X;;;QS
0028681;;8;X;;;
0028681;2624;9;X;;;QS
0028681;748;10;X;;;QS
0028681;2710;11;X;;;QS
0028681;5325;12;X;;;QS
0028681;2982;13;X;;;QS
0028682;13813;1;L;;150;MG
0028682;2624;2;X;;PL;MG
0028682;3755;3;X;;;QS
0028682;5624;4;X;;;QS
0028682;748;5;X;;;QS
0028682;9923;6;X;;;QS
0028682;2378;7;X;;;QS
0028682;;8;X;;;
0028682;2624;9;X;;;QS
0028682;748;10;X;;;QS
0028682;2710;11;X;;;QS
0028682;5325;12;X;;;QS
0028682;2982;13;X;;;QS
0028683;13813;1;L;;150;MG
0028683;2624;2;X;;PL;MG
0028683;3755;3;X;;;QS
0028683;5624;4;X;;;QS
0028683;748;5;X;;;QS
0028683;9923;6;X;;;QS
0028683;2378;7;X;;;QS
0028683;;8;X;;;
0028683;2624;9;X;;;QS
0028683;748;10;X;;;QS
0028683;2710;11;X;;;QS
0028683;5325;12;X;;;QS
0028683;2982;13;X;;;QS
0028684;13813;1;L;;150;MG
0028684;2624;2;X;;PL;MG
0028684;3755;3;X;;;QS
0028684;5624;4;X;;;QS
0028684;748;5;X;;;QS
0028684;9923;6;X;;;QS
0028684;2378;7;X;;;QS
0028684;;8;X;;;
0028684;2624;9;X;;;QS
0028684;748;10;X;;;QS
0028684;2710;11;X;;;QS
